ksic2,hs6,weight,ksic2_name
1,130190,0.3333333333333333,농업
1,140110,0.3333333333333333,농업
1,140120,0.3333333333333333,농업
1,140190,0.3333333333333333,농업
1,140200,0.3333333333333333,농업
1,140210,0.3333333333333333,농업
1,140290,0.3333333333333333,농업
1,140291,0.3333333333333333,농업
1,140299,0.3333333333333333,농업
1,140300,0.3333333333333333,농업
1,140310,0.3333333333333333,농업
1,140390,0.3333333333333333,농업
1,140410,0.3333333333333333,농업
1,140420,0.3333333333333333,농업
1,140490,0.3333333333333333,농업
1,180100,0.3333333333333333,농업
1,430110,0.3333333333333333,농업
1,430120,0.3333333333333333,농업
1,430130,0.3333333333333333,농업
1,430140,0.3333333333333333,농업
1,430150,0.3333333333333333,농업
1,430160,0.3333333333333333,농업
1,430170,0.3333333333333333,농업
1,430180,0.3333333333333333,농업
1,430190,0.3333333333333333,농업
1,500100,0.3333333333333333,농업
1,500200,0.3333333333333333,농업
